,life_lg
388,1.5308397786165204
389,1.4224256763712047
390,1.7075701760979363
391,2.3006172198065817
392,1.354108439147401
393,1.8959747323590646
394,1.5081255360831993
395,1.3944516808262162
396,1.6058435390580892
397,1.829946695941636
398,1.5542468081661105
399,1.5652573434202137
400,1.2600713879850747
401,1.5933968423002067
402,1.9252605095194353
403,1.6268534146667257
404,1.2600713879850747
405,1.877371345869774
406,1.6546577546495247
407,2.0958664534785427
408,1.9577030415488315
409,1.6075622431835883
410,1.5837653682849997
411,1.3944516808262162
412,1.929521100631104
413,1.0729847446279304
414,1.266701966884088
415,1.165244326125311
416,1.446381812222442
417,1.165244326125311
418,1.1398790864012365
419,1.1670217957902564
420,1.165244326125311
421,1.472902651803664
422,1.1398790864012365
423,1.6173149332982937
424,1.5434471800817002
425,1.472902651803664
426,1.676876431973137
427,1.165244326125311
428,1.1398790864012365
429,1.1398790864012365
430,1.3970705499594087
431,1.1398790864012365
432,1.446381812222442
433,1.1702617153949575
434,1.446381812222442
435,1.6136304349252406
436,1.446381812222442
437,1.165244326125311
438,1.165244326125311
439,1.1398790864012365
440,1.165244326125311
441,1.1398790864012365
442,1.4742162640762553
443,1.1398790864012365
444,1.1398790864012365
445,2.076749640624
446,1.1398790864012365
447,1.1398790864012365
448,1.1702617153949575
449,1.1670217957902564
450,1.885417765110936
451,1.1702617153949575
452,1.1072099696478683
453,1.446381812222442
454,1.3944516808262162
455,1.9498777040368747
456,1.330210784571528
457,1.9068735347220704
458,2.3604987444680012
459,1.4046627008737222
460,1.3738311450738303
461,1.5385737338068557
462,1.8175653695597809
463,1.379305517750582
464,2.076276255404218
465,1.3944516808262162
466,1.3944516808262162
467,1.8907562519182182
468,1.5749567757645069
469,1.8469553250198238
470,1.8143807944699382
471,2.1251558295805304
472,1.4695274791870139
473,1.6915235221681544
474,1.5556988947189014
475,1.379305517750582
476,1.8987251815894934
477,1.6771505212734328
478,1.446381812222442
479,1.8115750058705933
480,1.3010299956639813
481,1.7155855518931962
482,1.4224256763712047
483,2.0650192141362544
484,1.7075701760979363
485,1.461648568063455
486,1.5318619490958094
487,1.3944516808262162
488,1.3944516808262162
489,1.3944516808262162
490,1.446381812222442
491,1.7051792448736762
492,1.0655797147284485
493,1.3944516808262162
494,1.184975190698261
495,1.3944516808262162
496,2.2007684447831717
497,2.1901915805753016
498,1.3944516808262162
499,1.698535492562001
500,1.4278105726759902
501,1.4017450822370627
502,1.6369891018122291
503,1.980185236947335
504,1.3096301674258988
505,2.0980203862096674
506,1.6622855157221301
507,1.3368598209168092
508,1.579211780231499
509,1.3096301674258988
510,1.3944516808262162
511,1.3096301674258988
512,1.3096301674258988
513,1.3096301674258988
514,2.0173672835535297
515,0.7867514221455612
516,1.7100326990657535
517,1.3096301674258988
518,2.0196977309801922
519,2.4941963510957215
520,1.568788212315347
521,1.3944516808262162
522,1.0
523,1.3944516808262162
524,1.7319914490189294
525,1.4278105726759902
526,2.0791812460476247
527,1.7237018939912678
528,1.1072099696478683
529,1.4224256763712047
530,1.9235030669421045
531,1.3944516808262162
532,1.3944516808262162
533,1.5556988947189014
534,1.328583449714202
535,1.3944516808262162
536,1.6807886115066824
537,1.3944516808262162
538,2.004536317851323
539,1.1072099696478683
540,1.3944516808262162
541,1.3944516808262162
542,1.6058435390580892
543,1.579211780231499
544,1.5409548089261327
545,1.3944516808262162
546,1.9916690073799486
547,2.062769949815128
548,1.8188854145940099
549,1.6857417386022637
550,1.2482185611900747
551,1.8920946026904804
552,2.4588341812761283
553,1.8533939774506658
554,1.9876662649262746
555,1.0569048513364727
556,2.3234583668494677
557,1.8432327780980093
558,2.6947367833859928
559,1.5649026725292048
560,2.3416323357780544
561,1.2415464805965484
562,1.3944516808262162
563,1.3944516808262162
564,1.3944516808262162
565,1.3944516808262162
566,2.890694811881836
567,2.029586671630457
568,1.379305517750582
569,1.0413926851582251
570,1.379305517750582
571,1.4224256763712047
572,1.5368108659915414
573,1.1264561134318043
574,1.5938396610812713
575,1.858236335429513
576,1.887335930399167
577,2.783331762887424
578,2.0637085593914173
579,2.082246654743669
580,2.2723058444020863
581,2.472902651803664
582,2.364494711644551
583,2.0642707529740063
584,2.1154773741864688
585,1.7122286696195352
586,2.0458313143477547
587,2.400710636773231
588,1.885926339801431
589,2.396269107674459
590,1.504470862494419
591,2.182728418124267
592,1.375846436309156
593,1.7402047355074497
594,1.6309361190641913
595,2.1080235093460886
596,1.83416628394262
597,1.796851749049887
598,2.4439354274224243
599,1.792391689498254
600,1.4742162640762553
601,2.2227164711475833
602,1.3970705499594087
603,1.3420276880874717
604,1.946108230436906
605,1.3096301674258988
606,1.3420276880874717
607,1.4141373621844766
608,1.3368598209168092
609,1.2648178230095364
610,1.8811563210755637
611,1.4224256763712047
612,1.3944516808262162
613,1.9758911364017928
614,1.8175653695597809
615,1.379305517750582
616,2.1172712956557644
617,1.5860243823869757
618,2.056866753658313
619,1.4734869700645683
620,1.4470028984661623
621,1.4734869700645683
622,1.2276296495710086
623,1.4718781993072905
624,2.3685471975676564
625,1.714078164981856
626,1.3866772839608377
627,1.8440420420410164
628,1.9938328666139862
629,1.361538971269279
630,1.3422252293607904
631,1.3422252293607904
632,1.3422252293607904
633,1.3422252293607904
634,1.361538971269279
635,1.3422252293607904
636,1.361538971269279
637,1.3850697763319348
638,1.361538971269279
639,1.361538971269279
640,1.4734869700645683
641,1.3422252293607904
642,1.7481104674949839
643,2.1488493429592204
644,1.4470028984661623
645,1.4470028984661623
646,1.8226256787741408
647,1.6231458746379397
648,1.4470028984661623
649,1.4470028984661623
650,1.4470028984661623
651,1.4470028984661623
652,1.5313511645830598
653,1.4470028984661623
654,1.4470028984661623
655,1.5624118329497274
656,2.2173786479394413
657,1.9280884596649708
658,1.7704101315139062
659,1.3925210899319322
660,2.170232370181804
661,1.630529571426824
662,1.4718781993072905
663,1.6303261548039467
664,1.4084095784684296
665,1.3727279408855955
666,1.8773137433122384
667,1.3318320444362486
668,1.3727279408855955
669,2.004493337547274
670,1.8446635282402393
671,1.7994094796151268
672,1.7057782128285977
673,1.7762652182681093
674,1.9222062774390163
675,1.7621531923035947
676,1.1758016328482794
677,1.3925210899319322
678,1.6079908585471747
679,1.4470028984661623
680,1.7213983755215052
681,1.806451323247262
682,2.146065989177396
683,1.4470028984661623
684,1.4374334437979712
685,1.7702627381705933
686,1.8898057518680855
687,1.5561818466529111
688,1.4766867429456447
689,1.8548523624178341
690,1.4148062795010126
691,1.9365137424788934
692,1.9073576081311727
693,1.4940153747571439
694,2.102159183243685
695,1.7371130943059612
696,1.4407517004791854
697,2.0420239272488674
698,1.5365584425715302
699,1.3738311450738303
700,1.9138138523837167
701,1.65263306808311
702,2.3392128616546413
703,1.4470028984661623
704,2.1399734879844585
705,1.6989700043360187
706,1.3727279408855955
707,1.3727279408855955
708,1.3727279408855955
709,2.3819449545206064
710,1.3727279408855955
711,1.6147917919564174
712,1.3963737275365065
713,1.4358443659844413
714,1.3727279408855955
715,1.911956189072687
716,1.4470028984661623
717,1.6313422864839329
718,1.6626634095740376
719,1.7225516620009584
720,1.914237347767741
721,1.7266457202409118
722,1.4470028984661623
723,2.1386184338994925
724,1.7621531923035947
725,1.4718781993072905
726,1.589391023136933
727,1.4574276929464844
728,1.5130843604651443
729,2.0863598306747484
730,1.7071441883424452
731,1.8227563329513907
732,1.4718781993072905
733,1.4114513421379375
734,1.5796692935547203
735,1.650210354660359
736,1.507180977260241
737,2.1749315935284423
738,1.6626634095740376
739,1.7398886550845432
740,1.8373990243420224
741,1.7702627381705933
742,2.4117206929377355
743,1.6588695922019623
744,1.6606757883385241
745,2.288696260590256
746,1.6132073521037598
747,1.375846436309156
748,1.5385737338068557
749,1.2966651902615312
750,1.6273658565927327
751,1.630529571426824
752,1.643353961976863
753,1.9731278535996986
754,1.4470028984661623
755,1.3653007486379873
756,1.5633624094866074
757,2.2560920653390135
758,2.507586039763011
759,2.097881744713868
760,1.7587605439099796
761,1.880642126404285
762,1.6434526764861874
763,1.4114513421379375
764,2.3387751249335733
765,1.589726256254237
766,1.3422252293607904
767,2.0256335110606978
768,2.1958996524092336
769,1.6354837468149122
770,2.0492180226701815
771,1.832381160247041
772,1.8047526021504605
773,1.4718781993072905
774,1.2301933788690456
775,1.8521138608497616
776,1.4841574243653806
777,1.6918768225593313
778,1.992686039162128
779,1.6449307079135873
780,1.928242183157309
781,1.7745169657285496
782,2.121264305229581
783,1.2301933788690456
784,1.447778009294621
785,1.7402837196818792
786,1.7477224620355085
787,1.252367514459899
788,1.7633531087482155
789,2.100301604013854
790,1.8714561740229538
791,1.64777405026883
792,2.396129575309595
793,2.0333031013725735
794,2.2009872191631663
795,2.0807346863531433
796,1.7322328802204978
797,1.4470028984661623
798,1.3800302479678306
799,1.9999131324165715
800,1.3738311450738303
801,1.375846436309156
802,1.8341026557127937
803,1.676876431973137
804,2.291124546612215
805,1.3207692283386865
806,1.2966651902615312
807,2.2739730037695494
808,1.3424226808222062
809,1.4136349971985558
810,1.6988831367525903
811,1.3424226808222062
812,1.271841606536499
813,1.380211241711606
814,1.505149978319906
815,2.2890981990566166
816,1.662757831681574
817,2.325679826843426
818,1.3424226808222062
819,1.5649026725292048
820,1.271841606536499
821,1.6434526764861874
822,1.2886962605902559
823,1.6812412373755872
824,2.291124546612215
825,2.361822237600815
826,1.3324384599156054
827,1.3424226808222062
828,2.4789703026725896
829,1.3424226808222062
830,2.164352855784437
831,1.9472376078706664
832,1.3738311450738303
833,2.1760912590556813
834,2.0400086360135417
835,1.3424226808222062
836,1.8847387377696319
837,1.9999565683801925
838,1.5425764762605296
839,1.0334237554869496
840,1.5877109650189114
841,2.0991624929285946
842,1.3424226808222062
843,1.5932860670204574
844,1.146128035678238
845,2.008557591784247
846,1.380211241711606
847,1.4593924877592308
848,1.7638022240745925
849,1.3424226808222062
850,1.0492180226701815
851,1.2828486028346449
852,1.3281756614383224
853,1.6989700043360187
854,2.3236645356081
855,1.3424226808222062
856,1.1583624920952498
857,2.163787309962003
858,1.9405164849325673
859,1.5385737338068557
860,1.0
861,2.391252767350556
862,1.6232492903979006
863,1.9876662649262746
864,1.3424226808222062
865,1.3738311450738303
866,1.3738311450738303
867,2.1460349626025015
868,2.313424267169193
869,2.313445370426414
870,1.7339992865383869
871,2.284814097381231
872,1.24551266781415
873,1.5597869682005565
874,1.9576072870600953
875,1.7358383343170738
876,1.8608169638645378
877,1.4828735836087537
878,1.5276299008713388
879,2.6153607781848502
880,1.9028184680822535
881,1.4680517914542377
882,2.0632958210735204
883,1.6267508536833932
884,1.4082399653118496
885,1.526339277389844
886,1.2789821168654432
887,1.9286006598445242
888,2.6563473944485407
889,1.2828486028346449
890,1.441695135640717
891,1.4927603890268375
892,1.2789821168654432
893,1.1583624920952498
894,2.2628543454161933
895,2.474245410378867
896,2.3309613696115914
897,1.8115750058705933
898,1.5597869682005565
899,2.356523002341827
900,1.8285954563717024
901,1.4136349971985558
902,2.0570952896126675
903,1.9122220565324155
904,2.019324037153691
905,1.4082399653118496
906,1.5932860670204574
907,1.24551266781415
908,1.9618954736678504
909,1.0314084642516241
910,1.3010299956639813
911,1.9154526016884788
912,1.3424226808222062
913,1.37984917876283
914,1.2041199826559248
915,1.9030899869919435
916,1.806179973983887
917,1.6232492903979006
918,1.6812412373755872
919,1.963740618857884
920,1.3738311450738303
921,1.3424226808222062
922,1.6961815871685237
923,1.3738311450738303
924,1.255272505103306
925,1.505149978319906
926,1.24551266781415
927,1.78161178249315
928,2.198986805670933
929,1.796851749049887
930,1.2041199826559248
931,2.130333768495006
932,2.163787309962003
933,2.224325836319485
934,1.3424226808222062
935,2.113943352306837
936,1.380211241711606
937,2.0215613920373547
938,1.27600198996205
939,1.6594407818703176
940,1.7226339225338123
941,1.6683859166900001
942,1.6812412373755872
943,2.1486026548060932
944,2.1503265364987074
945,2.069853021113625
946,1.3424226808222062
947,2.075364446373285
948,1.9052560487484513
949,1.7160033436347992
950,1.3424226808222062
951,1.0
952,1.3424226808222062
953,1.3424226808222062
954,1.0
955,1.3424226808222062
956,2.1486026548060932
957,1.3424226808222062
958,2.0086001717619175
959,1.4126285205443752
960,2.44216608578472
961,1.5932860670204574
962,1.7323937598229686
963,1.7092699609758308
964,1.7481880270062005
965,1.5887197796000565
966,1.1583624920952498
967,1.7092699609758308
968,1.8221680793680175
969,1.806179973983887
970,1.9502674680135885
971,1.1583624920952498
972,1.24551266781415
973,1.287801729930226
974,1.24551266781415
975,2.164352855784437
976,2.4303975913869666
977,1.7962967400517915
978,1.5587085705331658
979,1.8887409606828927
980,1.4987239707479048
981,1.4683473304121573
982,1.100370545117563
983,1.8692317197309762
984,1.4683473304121573
985,1.500785172917456
986,1.500785172917456
987,1.0326187608507198
988,1.5390760987927767
989,2.0600175425316003
990,1.4683473304121573
991,2.0043213737826426
992,1.3424226808222062
993,1.6232492903979006
994,1.0
995,1.720572720364261
996,1.911690158753861
997,1.795184589682424
998,2.3960423448109984
999,1.5314789170422551
1000,2.130333768495006
1001,1.505149978319906
1002,1.287801729930226
1003,1.899327949877654
1004,1.3424226808222062
1005,1.3424226808222062
1006,1.4126285205443752
1007,2.125838963995004
1008,1.6901960800285136
1009,1.416640507338281
1010,1.6344772701607315
1011,2.462427948209778
1012,1.8512583487190752
1013,1.5887197796000565
1014,1.537567257152675
1015,1.537567257152675
1016,1.4771212547196624
1017,1.3424226808222062
1018,1.505149978319906
1019,2.0569048513364727
1020,2.0941915249095318
1021,2.2656195831538843
1022,1.8273692730538253
1023,2.03342375548695
1024,2.130333768495006
1025,2.0086001717619175
1026,1.6812412373755872
1027,1.537567257152675
1028,1.537567257152675
1029,2.191786247582199
1030,2.5534946568599755
1031,1.4126285205443752
1032,1.2041199826559248
1033,1.291812687467119
1034,2.5557109750649865
1035,2.346568112114669
1036,1.8275631112547237
1037,2.35349307314731
1038,1.3424226808222062
1039,1.662757831681574
1040,1.8729134416203952
1041,1.4593924877592308
1042,1.5843312243675307
1043,1.4593924877592308
1044,1.537567257152675
1045,1.5355472791766678
1046,1.4593924877592308
1047,1.5355472791766678
1048,1.795184589682424
1049,2.0310042813635367
1050,1.9157690659836841
1051,2.2723058444020863
1052,1.9283958522567137
1053,1.6285932558512592
1054,2.1017470739463664
1055,2.1916745319592286
1056,2.0932815675672454
1057,1.2041199826559248
1058,1.9526955995869169
1059,2.230142252318642
1060,2.03342375548695
1061,1.9869060313807212
1062,2.0187004986662433
1063,1.839100782707153
1064,1.3424226808222062
1065,1.3789426986134374
1066,1.3424226808222062
1067,1.3789426986134374
1068,2.307496037913213
1069,2.1660747173570805
1070,1.7226339225338123
1071,1.9493900066449128
1072,1.944137073158098
1073,1.695218918905151
1074,2.118033128828567
1075,1.8368935163764337
1076,1.8680563618230415
1077,1.877544107715944
1078,1.3424226808222062
1079,1.7481880270062005
1080,2.110589710299249
1081,1.6190933306267428
1082,2.2405492482826
1083,2.311032969791041
1084,1.4126285205443752
1085,1.515873843711679
1086,1.6812412373755872
1087,2.1509712320626115
1088,2.2105860249051563
1089,1.503790683057181
1090,1.6257239095257559
1091,1.911690158753861
1092,1.9866821797795056
1093,1.3749315539781881
1094,2.0055665711332944
1095,1.7226339225338123
1096,2.0638210563437114
1097,2.3544926005894364
1098,2.0055665711332944
1099,2.3572104190061216
1100,2.0638210563437114
1101,2.0638210563437114
1102,1.3424226808222062
1103,2.322219294733919
1104,2.021891873919109
1105,1.7136585162083564
1106,1.6434526764861874
1107,1.3424226808222062
1108,1.6384892569546374
1109,1.537567257152675
1110,1.503790683057181
1111,1.8897497752640378
1112,1.3424226808222062
1113,1.9712758487381052
1114,1.6919651027673603
1115,1.900476371389257
1116,1.750354088762708
1117,2.3020060605865402
1118,1.3789426986134374
1119,2.4856930402936617
1120,1.6232492903979006
1121,1.3729120029701065
1122,1.255272505103306
1123,1.717670503002262
1124,1.9009676239191242
1125,1.795184589682424
1126,1.6324572921847242
1127,1.7616271845615827
1128,1.255272505103306
1129,1.2734642726213463
1130,2.486954433328225
1131,1.505149978319906
1132,1.3729120029701065
1133,2.1997551772534747
1134,1.393926006585837
1135,1.8184898222042134
1136,1.255272505103306
1137,1.817697554763024
1138,1.3424226808222062
1139,1.3424226808222062
1140,1.4126285205443752
1141,1.7481880270062005
1142,1.3271545124094315
1143,1.8572721735640414
1144,1.850952399793493
1145,1.3424226808222062
1146,2.382575319649486
1147,1.3729120029701065
1148,1.3424226808222062
1149,1.6989700043360187
1150,1.3979400086720377
1151,1.8617135875714343
1152,1.3979400086720377
1153,1.675778341674085
1154,2.613154437759265
1155,1.6989700043360187
1156,2.0
1157,1.3979400086720377
1158,1.4126285205443752
1159,2.27415784926368
1160,1.3979400086720377
1161,2.17539583139403
1162,2.116806915962344
1163,1.4211101297934343
1164,1.720572720364261
1165,1.3424226808222062
1166,1.3979400086720377
1167,2.295501126169623
1168,2.015233976246708
1169,1.8725641430906514
1170,1.3424226808222062
1171,2.1982170722441348
1172,1.7974752875373343
1173,1.7867514221455612
1174,2.1997551772534747
1175,1.0
1176,1.0
1177,1.4795753101749884
1178,1.3424226808222062
1179,1.962700731704341
1180,1.3424226808222062
1181,2.346352974450639
1182,1.670245853074124
1183,2.342896198385274
1184,1.3535315590777621
1185,2.170349739139184
1186,2.6162233713596947
1187,2.2523675144598987
1188,1.393926006585837
1189,1.84997191232885
1190,1.7472563974421442
1191,1.0
1192,1.5435714239623655
1193,1.3979400086720377
1194,1.2966651902615312
1195,1.393926006585837
1196,2.4517403947996255
1197,1.3424226808222062
1198,1.537567257152675
1199,2.160168292958512
1200,2.178631675393253
1201,2.282848602834645
1202,2.340781107631172
1203,2.0280830070178384
1204,1.6812412373755872
1205,1.6020599913279623
1206,2.15259407792747
1207,1.901948465073084
1208,1.3424226808222062
1209,1.6170003411208989
1210,1.5365584425715302
1211,2.061452479087193
1212,1.6434526764861874
1213,1.2966651902615312
1214,1.4387005329007363
1215,2.1834976105593524
1216,2.513031053176271
1217,2.503245771465113
1218,1.7160033436347992
1219,2.165541076722373
1220,1.3424226808222062
1221,1.7136585162083564
1222,1.585573518622731
1223,2.0039342061737084
1224,1.9397188823541047
1225,2.1953460583484197
1226,1.7024305364455252
1227,2.2610248339923973
1228,1.875177059814704
1229,1.845098040014257
1230,1.380211241711606
1231,1.8519917479621573
1232,1.8877297972880303
1233,2.416191004643087
1234,2.392345155361204
1235,1.792391689498254
1236,2.34594196091718
1237,1.421603926869831
1238,2.1170059966359664
1239,1.8630848253203598
1240,2.499851973267187
1241,1.8709888137605752
1242,1.421603926869831
1243,2.8141943047959797
1244,1.8149131812750738
1245,1.9101973699660009
1246,2.4240154498219892
1247,1.393926006585837
1248,2.1336985461157765
1249,2.6245502234183187
1250,2.4265112613645754
1251,1.851135995011574
1252,2.36679638328673
1253,2.076276255404218
1254,1.393926006585837
1255,1.911104317804036
1256,1.9562645026982755
1257,1.5854607295085006
1258,1.6722826247889206
1259,2.0877459347847336
1260,2.3072178292031427
1261,2.121559844187501
1262,1.948804045932811
1263,2.210211471641834
1264,2.75248636475631
1265,1.5943925503754266
1266,1.863263363650481
1267,1.334453751150931
1268,1.3424226808222062
1269,1.6875289612146342
1270,2.152991210038619
1271,2.457215568504956
1272,1.4211101297934343
1273,2.0597905395739606
1274,1.393926006585837
1275,1.334453751150931
1276,1.302979936748249
1277,1.414973347970818
1278,1.6720054450229518
1279,2.604604005662974
1280,1.3424226808222062
1281,1.393926006585837
1282,2.197611323169714
1283,1.393926006585837
